source,target,approximate,no map,combination,scenario,choice list,target_descriptions,source_descriptions
86513,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to spleen with open wound into cavity, laceration extending into parenchyma"
86513,S36031A,1,0,1,1,1,"Moderate laceration of spleen, initial encounter","Injury to spleen with open wound into cavity, laceration extending into parenchyma"
86514,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter","Injury to spleen with open wound into cavity, massive parenchyma disruption"
86514,S36032A,1,0,1,1,1,"Major laceration of spleen, initial encounter","Injury to spleen with open wound into cavity, massive parenchyma disruption"
86519,S31609A,1,0,1,1,2,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter",Other injury to spleen with open wound into cavity
86519,S3609XA,1,0,1,1,1,"Other injury of spleen, initial encounter",Other injury to spleen with open wound into cavity
86600,S37009A,1,0,0,0,0,"Unspecified injury of unspecified kidney, initial encounter","Injury to kidney without mention of open wound into cavity, unspecified injury"
86601,S37019A,1,0,0,0,0,"Minor contusion of unspecified kidney, initial encounter","Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule"
86601,S37029A,1,0,0,0,0,"Major contusion of unspecified kidney, initial encounter","Injury to kidney without mention of open wound into cavity, hematoma without rupture of capsule"
86602,S37039A,1,0,0,0,0,"Laceration of unspecified kidney, unspecified degree, initial encounter","Injury to kidney without mention of open wound into cavity, laceration"
86603,S37069A,1,0,0,0,0,"Major laceration of unspecified kidney, initial encounter","Injury to kidney without mention of open wound into cavity, complete disruption of kidney parenchyma"
86610,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to kidney with open wound into cavity, unspecified injury"
86610,S37009A,1,0,1,1,1,"Unspecified injury of unspecified kidney, initial encounter","Injury to kidney with open wound into cavity, unspecified injury"
86611,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to kidney with open wound into cavity, hematoma without rupture of capsule"
86611,S37019A,1,0,1,1,1,"Minor contusion of unspecified kidney, initial encounter","Injury to kidney with open wound into cavity, hematoma without rupture of capsule"
86611,S37029A,1,0,1,1,1,"Major contusion of unspecified kidney, initial encounter","Injury to kidney with open wound into cavity, hematoma without rupture of capsule"
86612,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to kidney with open wound into cavity, laceration"
86612,S37039A,1,0,1,1,1,"Laceration of unspecified kidney, unspecified degree, initial encounter","Injury to kidney with open wound into cavity, laceration"
86612,S37049A,1,0,1,1,1,"Minor laceration of unspecified kidney, initial encounter","Injury to kidney with open wound into cavity, laceration"
86612,S37059A,1,0,1,1,1,"Moderate laceration of unspecified kidney, initial encounter","Injury to kidney with open wound into cavity, laceration"
86613,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to kidney with open wound into cavity, complete disruption of kidney parenchyma"
86613,S37069A,1,0,1,1,1,"Major laceration of unspecified kidney, initial encounter","Injury to kidney with open wound into cavity, complete disruption of kidney parenchyma"
8670,S3720XA,1,0,0,0,0,"Unspecified injury of bladder, initial encounter","Injury to bladder and urethra, without mention of open wound into cavity"
8670,S3730XA,1,0,0,0,0,"Unspecified injury of urethra, initial encounter","Injury to bladder and urethra, without mention of open wound into cavity"
8671,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to bladder and urethra, with open wound into cavity"
8671,S3720XA,1,0,1,1,1,"Unspecified injury of bladder, initial encounter","Injury to bladder and urethra, with open wound into cavity"
8671,S3730XA,1,0,1,1,1,"Unspecified injury of urethra, initial encounter","Injury to bladder and urethra, with open wound into cavity"
8672,S3710XA,1,0,0,0,0,"Unspecified injury of ureter, initial encounter","Injury to ureter, without mention of open wound into cavity"
8673,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to ureter, with open wound into cavity"
8673,S3710XA,1,0,1,1,1,"Unspecified injury of ureter, initial encounter","Injury to ureter, with open wound into cavity"
8674,S3760XA,1,0,0,0,0,"Unspecified injury of uterus, initial encounter","Injury to uterus, without mention of open wound into cavity"
8675,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to uterus, with open wound into cavity"
8675,S3760XA,1,0,1,1,1,"Unspecified injury of uterus, initial encounter","Injury to uterus, with open wound into cavity"
8676,S37409A,1,0,0,0,0,"Unspecified injury of ovary, unspecified, initial encounter","Injury to other specified pelvic organs, without mention of open wound into cavity"
8676,S37509A,1,0,0,0,0,"Unspecified injury of fallopian tube, unspecified, initial encounter","Injury to other specified pelvic organs, without mention of open wound into cavity"
8676,S37829A,1,0,0,0,0,"Unspecified injury of prostate, initial encounter","Injury to other specified pelvic organs, without mention of open wound into cavity"
8676,S37899A,1,0,0,0,0,"Unspecified injury of other urinary and pelvic organ, initial encounter","Injury to other specified pelvic organs, without mention of open wound into cavity"
8677,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to other specified pelvic organs, with open wound into cavity"
8677,S37409A,1,0,1,1,1,"Unspecified injury of ovary, unspecified, initial encounter","Injury to other specified pelvic organs, with open wound into cavity"
8677,S37509A,1,0,1,1,1,"Unspecified injury of fallopian tube, unspecified, initial encounter","Injury to other specified pelvic organs, with open wound into cavity"
8677,S37829A,1,0,1,1,1,"Unspecified injury of prostate, initial encounter","Injury to other specified pelvic organs, with open wound into cavity"
8677,S37899A,1,0,1,1,1,"Unspecified injury of other urinary and pelvic organ, initial encounter","Injury to other specified pelvic organs, with open wound into cavity"
8678,S3790XA,1,0,0,0,0,"Unspecified injury of unspecified urinary and pelvic organ, initial encounter","Injury to unspecified pelvic organ, without mention of open wound into cavity"
8679,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to unspecified pelvic organ, with open wound into cavity"
8679,S3790XA,1,0,1,1,1,"Unspecified injury of unspecified urinary and pelvic organ, initial encounter","Injury to unspecified pelvic organ, with open wound into cavity"
86800,S3690XA,1,0,0,0,0,"Unspecified injury of unspecified intra-abdominal organ, initial encounter","Injury to other intra-abdominal organs without mention of open wound into cavity, unspecified intra-abdominal organ"
86801,S37819A,1,0,0,0,0,"Unspecified injury of adrenal gland, initial encounter","Injury to other intra-abdominal organs without mention of open wound into cavity, adrenal gland"
86802,S36129A,1,0,0,0,0,"Unspecified injury of gallbladder, initial encounter","Injury to other intra-abdominal organs without mention of open wound into cavity, bile duct and gallbladder"
86802,S3613XA,1,0,0,0,0,"Injury of bile duct, initial encounter","Injury to other intra-abdominal organs without mention of open wound into cavity, bile duct and gallbladder"
86803,S3681XA,1,0,0,0,0,"Injury of peritoneum, initial encounter","Injury to other intra-abdominal organs without mention of open wound into cavity, peritoneum"
86804,S36899A,1,0,0,0,0,"Unspecified injury of other intra-abdominal organs, initial encounter","Injury to other intra-abdominal organs without mention of open wound into cavity, retroperitoneum"
86809,S36899A,1,0,0,0,0,"Unspecified injury of other intra-abdominal organs, initial encounter",Injury to other and multiple intra-abdominal organs without mention of open wound into cavity
86810,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to other intra-abdominal organs with open wound into cavity, unspecified intra-abdominal organ"
86810,S3690XA,1,0,1,1,1,"Unspecified injury of unspecified intra-abdominal organ, initial encounter","Injury to other intra-abdominal organs with open wound into cavity, unspecified intra-abdominal organ"
86811,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to other intra-abdominal organs with open wound into cavity, adrenal gland"
86811,S37819A,1,0,1,1,1,"Unspecified injury of adrenal gland, initial encounter","Injury to other intra-abdominal organs with open wound into cavity, adrenal gland"
86812,S31001A,1,0,1,1,2,"Unspecified open wound of lower back and pelvis with penetration into retroperitoneum, initial encounter","Injury to other intra-abdominal organs with open wound into cavity, bile duct and gallbladder"
